text,label,style
Submitting for a manually-operated insulin injection gun device for assisted subcutaneous insulin administration,Insulin Gun (manual),detailed_clinical
"claiming auto injector device for my diabetic son, needle phobia",Insulin Gun (automatic),natural_diverse
insulin pump infusion sets supplies,Insulin infusion pump supplies,natural_diverse
my father was hospitalized in Ontario and we need to claim the non-OHIP covered charges,Hospital (within your province),parent_or_dependent
RMT session | not spa | for my shoulder injury,Massage,progressive
IgE blood test not skin test,Blood test for Allergies (IG test not eligible),partial_turn2
got Venosan 7002 thigh-high 23-32 mmHg with lace grip from MedEquip,"Compression Stockings, thigh/full (20-29 mmhg)",brand_specific
humidifier | table top | for my respiratory condition | doctor suggested,Humidifier (Table Top),progressive
full leg compression | thigh high | the firm kind,"Compression Stockings, thigh/full (20-29 mmhg)",progressive
"orthopedic neck pillow, prescribed after my whiplash",Cervical Pillow,natural_diverse
custom swim plugs,Other hearing services,vague_turn1
My eye exam showed my prescription changed so I picked new frames and got progressive lenses made up,Prescription Glasses,storyteller
physio helping me recover from my shoulder injury,Physiotherapy,natural_diverse
specialist not on the list,Other health specialists,vague_turn1
other health specialist,Other health specialists,vague_turn1
walking sticks | goes under my arms | after my ankle break,"Crutches, pair",progressive
TENS machine,"Stimulator, muscle/nerve (TENS)",vague_turn1
"doesn't fit in the other mental health categories, community counsellor",Other mental health services,natural_diverse
overnight at the sleep clinic,Sleep Study,partial_turn2
allergy blood test allergy blood panel,Blood test for Allergies (IG test not eligible),natural_diverse
finger prick needles,Lancet,vague_turn1
"my daughter started braces, initial fitting and monthly adjustment",Orthodontic Services (Braces - initial and monthly fee),natural_diverse
"doctor say I need special shoe made for my foot, not regular shoe from store, custom shoe",Orthopaedic or custom made shoes,esl_speaker
the home device to check my blood pressure,Blood pressure monitor,partial_turn2
blood test for my vitamin D levels,Vitamin D Test,partial_turn2
wearable insulin thing,Insulin infusion pump,vague_turn1
right knee support,"Brace, right knee (Custom)",vague_turn1
"claiming full thigh compression for husband after his blood clot, strong 30+ ones","Compression Stockings, thigh/full (30 mmhg & over)",natural_diverse
"leg socks, knee height","Compression Stockings, knee length (15-19 mmhg)",vague_turn1
"PhD level, does assessments and therapy",Psychologist,partial_turn2
automatic BP monitor for daily use,Blood pressure monitor,partial_turn2
not masters level,Social Worker (Bachelors),partial_turn2
picked up Bauerfeind VenoTrain micro knee-high 15-20 mmHg from MedPro,"Compression Stockings, knee length (15-19 mmhg)",brand_specific
"forearm type, not the armpit kind",Forearm Crutch (purchase),partial_turn2
knee socks,"Compression Stockings, knee length (15-19 mmhg)",vague_turn1
I turned 40 and my doctor recommended I start getting regular mammograms for early detection,Mammogram,storyteller
"my CPAP mask needs replacing, the seal is worn out","CPAP, APAP, BIPAP Mask",natural_diverse
tooth damaged from a fall,Dental Accident,partial_turn2
toilet versa frame safety,Versa Frame (purchase),terse
seeing a registered dietitian for my diabetes meal planning,Dietitian Services,natural_diverse
tuberculosis screening injection,TB Test/Mantoux,partial_turn2
"frames and lenses, prescription",Prescription Glasses,partial_turn2
custom compression stockings claim,"Compression Stockings, custom, any length",terse
hospital grade breast pump purchase for low milk supply,Breast Pump (purchase),natural_diverse
"home lung monitoring device, blow into it to check my asthma control",Peak Flow Meter,natural_diverse
"need a new mask for my cpap, the face piece part not the whole machine","CPAP, APAP, BIPAP Mask",natural_diverse
brace | for my right knee | the orthotist took measurements,"Brace, right knee (Custom)",progressive
"my elderly mother needs a shower chair for safety, claiming the purchase",Bath Bench/Chair (purchase),parent_or_dependent
Claiming a patient-specific custom-fabricated left knee orthosis with medial-lateral stabilizers for ACL deficiency,"Brace, left knee (Custom)",detailed_clinical
Claiming CSA Z94.3 rated prescription polycarbonate safety eyewear with wraparound side shields,Safety Glasses,detailed_clinical
"the meter itself, not the strips",Blood glucose meter,partial_turn2
very firm compression to the knee,"Compression Stockings, knee length (30 mmhg & over)",partial_turn2
submitting for custom hearing protection earplugs for my husband,Ear Plugs (custom made),natural_diverse
claiming forearm crutches for my dad who uses them permanently,Forearm Crutch (purchase),natural_diverse
custom orthopaedic shoes,Orthopaedic or custom made shoes,terse
incontinence supplies,Incontinence Supplies,vague_turn1
small vaporizer for breathing,Vaporizer (table top),partial_turn2
my mother was taken by ambulance to the Civic Hospital and I'm helping her file the claim,Ambulance,parent_or_dependent
chipped tooth | fell and hit my mouth | need dental work,Dental Accident,progressive
shoe inserts,Custom made foot orthotics,vague_turn1
the ones I put directly in my eye,Prescription Contacts,partial_turn2
PROVINCIAL REPLACEMENT top up claim after government plan paid,Provincial Replacement Plan,natural_diverse
foot care nurse treated my ingrown toenail and thick calluses,Chiropody (Foot Care) Treatment,natural_diverse
"I got the walker that you can push and roll around, it has a seat and wheels",Walker - with wheels (purchase),confused_student
"very strong stocking for all my leg from foot to top, 30 mmhg or more, doctor say I must wear","Compression Stockings, thigh/full (30 mmhg & over)",esl_speaker
bought an IV pole for home infusion therapy,IV Stand (purchase),natural_diverse
shoe modification orthopedic lift,Other foot care services (i.e. orthopedic shoe modification),natural_diverse
hearing devices,Hearing Aids,vague_turn1
four point cane | for my balance issues | bought at shoppers,Quad Cane (purchase),progressive
"pre-approval needed, submitting estimate for upcoming treatment",Estimate/Pre-Authorization,natural_diverse
physio,Physiotherapy,vague_turn1
"wig needed for my medical condition, not cosmetic",Wig,natural_diverse
brace from the knee specialist,"Brace, right knee (Custom)",vague_turn1
"ATHLETIC therapist not physiotherapist, different designation athletic therapist",Athletic Therapy,natural_diverse
the fitter took measurements,"Compression Stockings, custom, any length",partial_turn2
custom insoles,Custom made foot orthotics,vague_turn1
bedside toilet pan,Bedpan,partial_turn2
pre-auth dental | submitting estimate | crown work planned,Dental Estimate for Services,progressive
blood allergy panel test,Blood test for Allergies (IG test not eligible),terse
vision checkup,Eye Exam,vague_turn1
safety glasses,Safety Glasses,vague_turn1
bought a reusable ice pack for my knee after physio,Cold Therapy - Re-usable Items (purchase),natural_diverse
hearing specialist,Audiologist Services,vague_turn1
"osteopathy for my back, different from physio or chiro",Osteopath,natural_diverse
Filing a claim for bespoke compression hosiery fabricated from patient-specific measurements and cast impressions,"Compression Stockings, custom, any length",detailed_clinical
TB MANTOUX TEST the skin injection one not a blood test,TB Test/Mantoux,natural_diverse
private x-ray imaging diagnostic,X-Ray,natural_diverse
got 3M Virtua CCS prescription safety glasses through SafeVision at the university,Safety Glasses,brand_specific
lab test blood work other,Other laboratory and diagnostic tests,terse
the allergist put drops on my arm and poked them to see what I'm allergic to,Scratch Test for Allergies,confused_student
asthma monitor,Peak Flow Meter,vague_turn1
masters level social worker,Social Worker (Masters level),partial_turn2
the tubing and insertion sets,Insulin infusion pump supplies,partial_turn2
other mental health service claim,Other mental health services,terse
other hearing services ear care,Other hearing services,natural_diverse
special pillow,Cervical Pillow,vague_turn1
submitting for allergy skin testing my immunologist did,Scratch Test for Allergies,natural_diverse
Where do I file dental work that was needed because of an accident?,Dental Accident,question
My physiotherapist noticed my arches collapsing and referred me to a pedorthist who scanned my feet and made custom orthotics,Custom made foot orthotics,storyteller
audiogram,Audiometric Exam,vague_turn1
cranial prosthesis wig prescribed after alopecia diagnosis,Wig,natural_diverse
home care,In Home Support Services,vague_turn1
"blood test for the ovarian cancer marker, the cancer marker blood test",CA-125 (Cancer Antigen) Test,natural_diverse
walker with a seat,Walker - with wheels (purchase),vague_turn1
seeing a registered psychotherapist through Greenspace Mental Health for weekly sessions,Psychotherapist,brand_specific
claiming custom ear plugs for my son who is a musician and needs hearing protection,Ear Plugs (custom made),parent_or_dependent
the bottle type not commode,Urinal (purchase),partial_turn2
purchased a replacement Dexcom G6 transmitter from my diabetes clinic,Glucose Monitoring System Transmitter,brand_specific
paramedic transport fee,Ambulance,partial_turn2
knee socks | medium firm kind,"Compression Stockings, knee length (15-19 mmhg)",progressive
I bought one of those arm cuffs that measures blood pressure at home,Blood pressure monitor,confused_student
traditional braces monthly adjustment,Orthodontic Services (Braces - initial and monthly fee),partial_turn2
"submitting for my kids eye exams, annual checkup at the optometrist",Eye Exam,natural_diverse
Do I pick the right knee custom brace category for a brace molded to my right leg?,"Brace, right knee (Custom)",question
a brace | just bought it off the shelf at shoppers,Brace (Non-custom),progressive
